parkcode,quarter,restype,nightsinpark,nightsinhalo,VMTinPark,VMTimHalo,parkVMT_Sun,haloVMT_Sun,parkVMT_Mon,haloVMT_Mon,parkVMT_Tue,haloVMT_Tue,parkVMT_Wed,haloVMT_Wed,parkVMT_Thu,haloVMT_Thu,parkVMT_Fri,haloVMT_Fri,parkVMT_Sat,haloVMT_Sat
zion,3,2,0,2,386592.91710264,13859711.77246798,68684.67660173,2462408.85120085,48195.25149915,1727844.10947302,42654.08621983,1529188.23592399,41880.90036691,1501468.81170784,45489.10101390,1630826.12471652,67782.62643998,2430069.52294869,71519.69139579,2564046.73999338
zion,3,2,0,3,219486.31421194,9318534.83092859,33965.50636511,1442043.23285402,31057.31276680,1318572.64910401,27655.27497256,1174135.36245304,28203.99074583,1197431.69900964,31002.44118948,1316243.01544834,32868.07481858,1395450.55974081,34514.22213837,1465339.56941063
zion,3,2,0,4,124215.51230450,6054186.84010002,18955.28807799,923868.95568068,18657.17083430,909338.90657430,16644.87943939,811261.07510623,16098.33115929,784622.65174454,17365.32944498,846375.36044666,18160.30876149,885122.15806366,18209.99496877,887543.83291473
zion,3,2,0,5,73594.51274860,4053745.70257179,10671.20460694,587793.14110596,10867.45664569,598603.12990791,10781.59637874,593873.75980705,10818.39363601,595900.63270742,10597.61009241,583739.39530523,9812.60193742,540499.44009743,10045.65123343,553336.30179975
zion,3,2,0,6,47138.16135595,2900470.81295898,6734.02297873,414352.96884205,6734.02297873,414352.96884205,6734.02297873,414352.96884205,6734.02297873,414352.96884205,6734.02297873,414352.96884205,6734.02297873,414352.96884205,6734.02297873,414352.96884205
zion,3,2,0,7,32431.72938696,2207955.24472644,4787.73394374,325949.38571720,4580.98167351,311873.67134669,4516.11821619,307457.76095594,4544.49597877,309389.72175189,4532.33408052,308561.73855363,4605.30547001,313529.63774322,4864.75929931,331193.27930622
zion,3,2,0,8,18037.68286229,1347603.49190581,2767.78229289,206782.27415399,2627.48920056,196300.91340758,2493.20866934,186268.75383603,2475.17098604,184921.15031149,2483.18773417,185520.08521129,2513.25053967,187766.09108552,2677.59387639,200044.25653130
zion,3,2,0,9,12000.88169051,976966.94255712,1820.53383892,148205.89222532,1813.33330957,147619.71203194,1710.12572212,139217.79592688,1638.12042856,133355.99399312,1623.71936985,132183.63360636,1650.12131082,134332.96098208,1744.92828068,142051.00019487
zion,3,2,0,10,8628.52970066,760741.14373220,1282.51328689,113073.79803641,1291.92622845,113903.69747154,1274.66916893,112382.21517380,1212.70063703,106918.71055920,1163.28269386,102561.73852476,1167.98916464,102976.68824233,1235.44857912,108924.30086076
zion,3,2,0,11,6697.39472961,636096.78477419,980.05211916,93082.16509255,985.07516533,93559.23769268,982.84270037,93347.20542596,974.47095675,92552.08442574,928.70542499,88205.42295786,903.59019415,85820.05995720,942.65833102,89530.62462490
zion,3,2,0,12,5150.50066247,524498.64042104,740.87971137,75447.11219237,747.21878911,76092.64898118,744.44544260,75810.22663608,745.63401968,75931.26478398,738.50255721,75205.03589656,713.14624624,72622.88874132,720.67390106,73389.46367803
zion,3,2,0,13,3867.17286765,420491.32291585,552.45326089,60070.18834461,552.45326089,60070.18834461,552.45326089,60070.18834461,552.45326089,60070.18834461,552.45326089,60070.18834461,552.45326089,60070.18834461,552.45326089,60070.18834461
zion,3,2,0,14,3377.96967821,390729.82516200,491.15678595,56812.11597009,479.67168917,55483.63457876,476.06852155,55066.85610305,477.64490738,55249.19668618,476.96931345,55171.05072198,481.02287702,55639.92650715,495.43554750,57307.04040999
zion,3,2,0,15,20502.84925197,2514890.29565337,3051.08018611,374247.10375684,2961.38022264,363244.45895929,2875.52454332,352713.35608163,2863.99169087,351298.73032194,2869.11740307,351927.45288180,2888.33882381,354285.16248128,2993.41592388,367173.97495841
zion,3,2,1,0,633702.55699967,2313970.17848616,102659.81193932,374863.16053591,82698.18184001,301973.10154282,73509.49496890,268420.53470473,71925.23861181,262635.60938781,79846.52039725,291560.23597238,102659.81193932,374863.16053591,119769.78059587,437340.35395856
zion,3,2,1,1,308758.74397460,5025262.34370138,54856.13817446,892821.63135007,38491.92434756,626482.72068467,34066.38224343,554453.95868082,33448.86474053,544403.43375005,36330.61308740,591305.88342698,54135.70108774,881096.01893084,57120.36901844,929673.55609623
zion,3,2,1,2,197251.48393351,4134018.26301045,30524.66645643,639739.31190158,27911.08435273,584963.57114102,24853.68642010,520886.28949660,25346.81511891,531221.33492312,27861.77148285,583930.06659837,29538.40905881,619069.22104854,31017.79515524,650074.35732810
zion,3,2,1,3,111148.16639831,2640445.78627535,16961.21099800,402932.04612386,16694.45538597,396594.97593580,14893.85500479,353819.75216643,14404.80304941,342201.79015500,15538.51440052,369134.33845423,16249.86269926,386033.19228905,16294.32196793,387089.37065372
zion,3,2,1,4,62747.31242498,1654170.29642467,9098.36052193,239854.69878951,9265.68669245,244265.81968679,9192.48149285,242335.95429423,9223.85514982,243163.03946247,9035.61320799,238200.52845303,8366.30852592,220556.04486392,8565.00835341,225794.25092944
zion,3,2,1,5,37181.08534275,1077516.72089182,5311.58356350,153930.95847877,5311.58356350,153930.95847877,5311.58356350,153930.95847877,5311.58356350,153930.95847877,5311.58356350,153930.95847877,5311.58356350,153930.95847877,5311.58356350,153930.95847877
zion,3,2,1,6,23845.99736441,754149.30187925,3520.26528224,111331.28820148,3368.24705244,106523.58650946,3320.55505877,105015.28793941,3341.42030600,105675.16856381,3332.47805719,105392.36258192,3386.13155006,107089.19847322,3576.89952471,113122.39275341
zion,3,2,1,7,16435.37549661,563592.38258925,2521.91712338,86480.12213359,2394.08642198,82096.62571842,2271.73417921,77900.99343533,2255.29880331,77337.40103909,2262.60341482,77587.88654853,2289.99570798,78527.20720892,2439.74024391,83662.16015241
zion,3,2,1,8,9159.70187750,338601.46341342,1389.52684082,51365.84443956,1384.03101943,51162.68355187,1305.25757954,48250.71082820,1250.29936566,46219.10195122,1239.30772289,45812.78017583,1259.45906798,46557.70343072,1331.82071625,49232.65511874
zion,3,2,1,9,6107.65135692,242130.01965896,907.81909418,35989.32589231,914.48198662,36253.46773372,902.26668382,35769.20769114,858.40264196,34030.27390184,823.42245668,32643.52923443,826.75390290,32775.60015514,874.50463201,34668.61668526
zion,3,2,1,10,4400.85858192,186246.74916706,643.99232142,27254.10828805,647.29296543,27393.79335331,645.82601254,27331.71110209,640.32493917,27098.90265999,610.25240480,25826.21650986,593.74918472,25127.79118358,619.42086040,26214.23058003
zion,3,2,1,11,3422.96173164,154013.87568167,492.37988032,22154.30367638,496.59275630,22343.85921586,494.74962306,22260.92866734,495.53953730,22296.47033099,490.80005182,22083.22034908,473.94854790,21324.99819117,478.95133813,21550.09539430
zion,3,2,1,12,2637.50683829,125711.89703852,376.78668715,17958.84224173,376.78668715,17958.84224173,376.78668715,17958.84224173,376.78668715,17958.84224173,376.78668715,17958.84224173,376.78668715,17958.84224173,376.78668715,17958.84224173
zion,3,2,1,13,1984.00934737,99846.40694763,288.47495602,14517.66741470,281.72932431,14178.18963471,279.61304769,14071.68680177,280.53891871,14118.28179118,280.14211685,14098.31251001,282.52292804,14218.12819706,290.98803450,14644.13952881
zion,3,2,1,14,1736.07513951,91978.85352496,258.34967592,13687.60283424,250.75434736,13285.19535906,243.48453287,12900.03391854,242.50799063,12848.29581459,242.94200941,12871.29052745,244.56957981,12957.52070071,253.46696470,13428.91231448
zion,3,2,1,15,10550.20099786,586981.90906831,1562.05028555,86907.84742955,1558.32668535,86700.67735224,1504.95508242,83731.23957754,1467.71908038,81659.53880448,1460.27187998,81245.19864987,1473.92508072,82004.82226666,1522.95248341,84732.56161784
zion,3,2,2,0,203421.60572619,1034763.40286394,36141.23949249,183842.96902714,25359.89412794,129000.50734737,22444.18437526,114168.89821385,22037.34115396,112099.37135801,23935.94285338,121757.16335193,35666.58906764,181428.52102866,37632.99797060,191431.23416522
zion,3,2,2,1,95757.35344160,2042813.67288282,14818.45011387,316125.40881266,13549.66520913,289058.12825197,12065.42626396,257394.51703002,12304.81964221,262501.55109808,13525.72587130,288547.42484516,14339.66335736,305911.34067655,15057.84349212,321232.44288072
zion,3,2,2,2,59784.00223361,1615876.27693379,9123.03917417,246582.73157215,8979.55756199,242704.62832331,8011.05667981,216527.43139363,7748.00705749,209417.57543742,8357.80390923,225899.51424500,8740.42154170,236241.12290857,8764.33514373,236887.47345005
zion,3,2,2,3,33217.35551286,1009911.68582207,4816.51666599,146437.19799009,4905.09628284,149130.29588416,4866.34270047,147952.06555550,4882.95137863,148457.02141064,4783.29930968,145427.28627981,4428.98084229,134654.89470353,4534.16913730,137852.94845274
zion,3,2,2,4,18608.26861594,625035.36223263,2658.32405952,89290.76507691,2658.32405952,89290.76507691,2658.32405952,89290.76507691,2658.32405952,89290.76507691,2658.32405952,89290.76507691,2658.32405952,89290.76507691,2658.32405952,89290.76507691
zion,3,2,2,5,10979.11718104,404231.30038708,1620.79213762,59674.64438581,1550.80026716,57097.66990344,1528.84203329,56289.20732074,1538.44876061,56642.90970067,1534.33159175,56491.32296641,1559.03460486,57400.84337196,1646.86754035,60634.69370277
zion,3,2,2,6,7023.58176806,281633.29649030,1077.72962851,43215.06576344,1023.10176899,41024.58451547,970.81510345,38927.98103528,963.79152151,38646.34773197,966.91311348,38771.51808899,978.61908338,39240.90692784,1042.61171882,41806.89924689
zion,3,2,2,7,4832.99914264,209815.54911987,733.16600476,31829.02031328,730.26620514,31703.13097783,688.70241054,29898.71716969,659.70441430,28639.82381518,653.90481506,28388.04514428,664.53741368,28849.63937427,702.71810872,30507.18229104
zion,3,2,2,8,2690.85204253,125787.00239012,399.95846539,18696.52275423,402.89394036,18833.74493958,397.51223624,18582.17093310,378.18702599,17678.79154620,362.77578237,16958.37507310,364.24351985,17026.98616578,385.28109051,18010.41182747
zion,3,2,2,9,1793.27644760,89818.89561711,262.41612652,13143.49871023,263.76108389,13210.86288358,263.16332506,13180.92325098,260.92172944,13068.64962874,248.66767342,12454.88716049,241.94288658,12118.06629377,252.40366611,12642.00986423
zion,3,2,2,10,1291.69114879,69014.07737714,185.80480388,9927.40960119,187.39457761,10012.35000419,186.69905160,9975.18857788,186.99713418,9991.11490344,185.20863874,9895.55695006,178.84954385,9555.79533804,180.73740014,9656.66206661
zion,3,2,2,11,1004.42191811,57021.42037617,143.48884391,8145.91710935,143.48884391,8145.91710935,143.48884391,8145.91710935,143.48884391,8145.91710935,143.48884391,8145.91710935,143.48884391,8145.91710935,143.48884391,8145.91710935
zion,3,2,2,12,773.79983637,46510.76155503,112.51049500,6762.66465767,109.87957559,6604.52807008,109.05418910,6554.91659162,109.41529569,6576.62161344,109.26053572,6567.31946123,110.18909552,6623.13237450,113.49064145,6821.57828834
zion,3,2,2,13,581.99944041,36920.18808636,86.60878979,5494.18536680,84.06254230,5332.65954753,81.62541969,5178.05626337,81.29804502,5157.28865804,81.44354487,5166.51870485,81.98916934,5201.13138041,84.97191640,5390.34734013
zion,3,2,2,14,509.21888986,33994.84030478,75.39434675,5033.23586120,75.21462244,5021.23768275,72.63857404,4849.26379158,70.84133097,4729.28200705,70.48188236,4705.28565014,71.14087149,4749.27897114,73.50724153,4907.25498744
zion,3,2,2,15,3093.02493891,216764.97121768,452.78449508,31731.98405496,454.84651175,31876.49403927,451.06614785,31611.55906803,437.49120473,30660.20167132,426.66561718,29901.52425369,427.69662552,29973.77924584,442.47441170,31009.43413340
zion,3,2,3,0,99212.51550317,668766.00281319,15353.13643095,103491.53662212,14038.57062991,94630.38728291,12500.77667399,84264.51447100,12748.80795720,85936.42944067,14013.76750159,94463.19578595,14857.07386452,100147.70668280,15601.16771416,105163.45159179
zion,3,2,3,1,44907.00634754,1215991.19323190,6852.80949412,185560.26490083,6745.03267377,182641.88589846,6017.53913639,162942.82763244,5819.94829907,157592.46612810,6277.99978557,169995.57688818,6565.40463985,177777.92089450,6583.36744324,178264.31739490
zion,3,2,3,2,27361.38779156,931520.25137669,3967.40132584,135070.43972027,4040.36502839,137554.49378409,4008.44340853,136467.72013117,4022.12410275,136933.48026813,3940.03993739,134138.91944634,3648.18512721,124202.70319105,3734.82952398,127152.51739184
zion,3,2,3,3,14985.15431104,571960.56242100,2140.73630722,81708.65089931,2140.73630722,81708.65089931,2140.73630722,81708.65089931,2140.73630722,81708.65089931,2140.73630722,81708.65089931,2140.73630722,81708.65089931,2140.73630722,81708.65089931
zion,3,2,3,4,8329.06066926,350574.57941696,1229.57755382,51753.57112965,1176.47979324,49518.65823582,1159.82167227,48817.50909265,1167.10960019,49124.26184279,1163.98620251,48992.79637845,1182.72658860,49781.58916450,1249.35907246,52586.18573715
zion,3,2,3,5,4892.78253138,225476.72048284,750.77031549,34598.15094742,712.71533933,32844.44307898,676.29129071,31165.89411918,671.39850806,30940.41739324,673.57307813,31040.62927143,681.72771588,31416.42381467,726.30640224,33470.76731770
zion,3,2,3,6,3121.85933375,156559.44883699,473.58608342,23750.06951664,471.71296774,23656.13384288,444.86497619,22309.72251893,426.13381930,21370.36578129,422.38758792,21182.49443376,429.25567878,21526.92523756,453.91836869,22763.74494212
zion,3,2,3,7,2144.55631098,116372.57892236,318.75905383,17297.19707480,321.09856982,17424.14897993,316.80945717,17191.40382052,301.40764356,16355.63711170,289.12518461,15689.13960974,290.29494260,15752.61556231,307.06147387,16662.43754912
zion,3,2,3,8,1192.76371494,69663.56103189,174.54109451,10194.10134451,175.43566732,10246.34901655,175.03807941,10223.12782898,173.54712473,10136.04837558,165.39657248,9660.01403033,160.92370844,9398.77567014,167.88149694,9805.14645266
zion,3,2,3,9,794.41705232,49696.90773994,114.27383763,7148.70904310,115.25158170,7209.87446806,114.82381867,7183.11459464,115.00714568,7194.58311182,113.90718361,7125.77200873,109.99620735,6881.11030886,111.15727842,6953.74425101
zion,3,2,3,10,571.98320567,38159.82358569,81.71188565,5451.40331100,81.71188565,5451.40331100,81.71188565,5451.40331100,81.71188565,5451.40331100,81.71188565,5451.40331100,81.71188565,5451.40331100,81.71188565,5451.40331100
zion,3,2,3,11,444.64332041,31512.45265062,64.65113810,4581.91056633,63.13935082,4474.76822846,62.66506462,4441.15494599,62.87256483,4455.86075707,62.78363617,4449.55826661,63.31720815,4487.37320939,65.21435296,4621.82633926
zion,3,2,3,12,342.47272553,25693.27817072,50.96422133,3823.48087232,49.46590319,3711.07278283,48.03179868,3603.48218290,47.83915778,3589.02971425,47.92477596,3595.45303365,48.24584413,3619.54048140,50.00101681,3751.21852908
