zone	zone_sqm	hholds	persons	adults	ffamcu6	ffamc6p	famnoc	fnonfam	fage017	fage1834	fage3549	fage5064	fage6579	fage80up	fwhite	fblack	fhisp	asian	fothrc	f0veh	fwathome	femployed	fincu25	finc2550	finc5075	finc75100	finc100150	finc150200	finco200	state	popden	empden	enteden	fracwater	fracprotl	coast	elevation	avgtemp1	maxtemp1	mintemp1	avgprec1	avgtemp2	maxtemp2	mintemp2	avgprec2	avgtemp3	maxtemp3	mintemp3	avgprec3	avgtemp4	maxtemp4	mintemp4	avgprec4
975	317.48	50182	138249	107386	0.117173	0.215894	0.424953	0.241979	0.223242	0.182048	0.18777	0.229477	0.136406	0.041056	0.907835	0.035331	0.023773	0.017735	0.020904	0.03561	0.06045	0.656091	0.100136	0.132298	0.135666	0.125922	0.225499	0.133135	0.147344	24	450.700012	140.600006	19.700001	0	0	0	22.4	37	45.7	28.3	80.2	63.8	73.7	53.8	109.8	74.3	83.7	64.9	128.3	47.6	56.4	38.8	102.9
976	119.58	43773	113973	88268	0.148379	0.16613	0.361821	0.32367	0.225536	0.236354	0.196231	0.207514	0.105534	0.028831	0.664177	0.231969	0.053869	0.031184	0.049254	0.064972	0.037169	0.671772	0.140178	0.161469	0.169305	0.151166	0.206474	0.105727	0.06568	24	993.799988	345.600006	37.900002	0.4	0	0	17.4	37	45.9	28.1	78.5	63.5	73.4	53.5	107.7	74.1	83.5	64.7	130	47.4	56.5	38.4	102.2
977	17.32	50549	133270	105013	0.12204	0.134068	0.276089	0.467804	0.212028	0.235777	0.160561	0.21022	0.128656	0.052758	0.153871	0.802825	0.017132	0.009812	0.023917	0.327623	0.049851	0.494177	0.332113	0.233912	0.172011	0.089557	0.092208	0.047597	0.032602	24	9104.099609	2292.699951	120.599999	0	0.1	0	6.1	41.4	48.7	34.1	73.7	68.1	76.6	59.5	99.2	78.6	86.4	70.8	123.9	51.7	58.6	44.7	89.9
978	12.27	44100	109255	89908	0.106916	0.11288	0.244649	0.535556	0.177081	0.310942	0.183424	0.186262	0.108379	0.033911	0.431179	0.465215	0.02839	0.054195	0.03	0.295034	0.067967	0.56867	0.270907	0.199342	0.139887	0.111565	0.120204	0.063175	0.094921	24	10174.5	4411.5	456.799988	0	0.1	0	6.1	41.4	48.7	34.1	73.7	68.1	76.6	59.5	99.2	78.6	86.4	70.8	123.9	51.7	58.6	44.7	89.9
979	13.37	44903	120817	95205	0.12674	0.156582	0.296016	0.420662	0.21199	0.257381	0.186737	0.213794	0.103595	0.026503	0.218137	0.732201	0.019531	0.00795	0.030421	0.205888	0.033474	0.584896	0.20718	0.252277	0.191546	0.133822	0.144779	0.03826	0.032136	24	10573.7002	1333.699951	127.099999	0	0.1	0	6.1	41.4	48.7	34.1	73.7	68.1	76.6	59.5	99.2	78.6	86.4	70.8	123.9	51.7	58.6	44.7	89.9
980	16.6	54516	131166	105400	0.10828	0.096339	0.213112	0.582269	0.196438	0.357509	0.189592	0.150397	0.083139	0.022925	0.463203	0.405257	0.067576	0.042556	0.047014	0.306937	0.041058	0.621841	0.269847	0.193484	0.158009	0.102704	0.13607	0.060753	0.079133	24	8491	12281.09961	1166.5	0.2	0.1	0	6.1	41.4	48.7	34.1	73.7	68.1	76.6	59.5	99.2	78.6	86.4	70.8	123.9	51.7	58.6	44.7	89.9
981	21.36	45048	114524	87683	0.134368	0.139829	0.260877	0.464926	0.23437	0.277138	0.18459	0.187175	0.08992	0.026807	0.327517	0.60178	0.035873	0.01838	0.033631	0.300901	0.033959	0.589054	0.285207	0.238701	0.15479	0.104156	0.118229	0.045507	0.05341	24	6099	2714.899902	252.300003	0.3	0.1	0	6.1	41.4	48.7	34.1	73.7	68.1	76.6	59.5	99.2	78.6	86.4	70.8	123.9	51.7	58.6	44.7	89.9
982	182.74	49267	138386	105681	0.121359	0.235655	0.407433	0.235553	0.236332	0.169706	0.200172	0.230247	0.126263	0.03728	0.642885	0.138145	0.039093	0.157915	0.033268	0.039316	0.072673	0.686311	0.067997	0.071447	0.088518	0.107354	0.187895	0.157144	0.319646	24	854.5	361.899994	41.099998	0	0.1	0	71.9	38.5	47.5	29.6	75.2	64.8	75	54.6	107.8	74.8	84.4	65.3	116.8	48.3	57.3	39.3	96.9
983	67.98	64903	180469	135227	0.169915	0.220437	0.321002	0.288646	0.250691	0.226715	0.223839	0.187251	0.088259	0.023245	0.535137	0.228818	0.062586	0.154508	0.037533	0.036947	0.054623	0.7159	0.084418	0.101136	0.124817	0.138206	0.222455	0.145556	0.183412	24	3208.399902	2205.100098	178.399994	0	0.2	0	44	38.8	48.1	29.6	74.4	65.1	75.6	54.6	106.3	75.3	85.1	65.4	117.7	48.5	58	39.1	97
984	286.74	46194	141808	106884	0.150149	0.252998	0.414599	0.182253	0.246277	0.176062	0.201138	0.235064	0.113336	0.028123	0.623306	0.109884	0.080617	0.166169	0.048643	0.019829	0.073757	0.706673	0.055895	0.078517	0.089557	0.094796	0.200264	0.166883	0.314088	24	599.200012	122.099999	14.2	0	0.2	0	169.7	37	45.5	28.5	78.6	63.3	73.3	53.4	115.1	72.8	82	63.5	112.1	46.7	55	38.4	98.8
985	24.2	45563	137156	102451	0.188047	0.215899	0.335316	0.260738	0.253033	0.2433	0.210323	0.193867	0.083299	0.016179	0.387464	0.243531	0.199197	0.154072	0.083664	0.062134	0.048433	0.724512	0.09477	0.152448	0.166604	0.145008	0.204552	0.117135	0.119483	24	6964.799805	2061.800049	205.699997	0	0.2	0	213.4	36.6	44.7	28.5	81.9	62.8	72.6	53.1	115.5	72	81	63	114.4	46.3	54.1	38.5	100.2
986	43.73	69245	191402	148501	0.14027	0.208376	0.349152	0.302202	0.224141	0.216643	0.22051	0.196942	0.106211	0.035553	0.511734	0.112961	0.13071	0.213994	0.082432	0.074316	0.06162	0.690117	0.098722	0.117944	0.126912	0.121251	0.193227	0.127013	0.214932	24	5097.600098	3898.800049	314.100006	0	0.1	0	155	37.3	45.8	28.6	80.9	63.6	73.8	53.6	115.4	73.1	82.5	63.8	115.1	46.9	55.4	38.5	100.3
987	56.86	75151	187464	145810	0.104243	0.197882	0.340967	0.356908	0.222197	0.165845	0.196347	0.214105	0.143825	0.05768	0.720949	0.055395	0.07614	0.122287	0.039773	0.078136	0.096493	0.667821	0.064976	0.079294	0.0959	0.089407	0.157656	0.118215	0.394552	24	3809.899902	2645.5	283.899994	0	0.1	0	45.7	38.5	48	28.9	79.1	65.2	76.1	54.4	115.1	75.2	85.3	65.3	116.5	48.1	57.7	38.4	100.5
988	23.54	48829	144381	111057	0.15243	0.190133	0.360032	0.297405	0.230806	0.202139	0.210381	0.187012	0.118	0.051662	0.463782	0.177681	0.219419	0.111819	0.181286	0.079502	0.04397	0.670052	0.118577	0.146818	0.158389	0.139548	0.181613	0.114829	0.140224	24	7278.399902	1218.699951	146.800003	0	0.2	0	44.4	38.2	47.5	28.9	68	64.6	74.8	54.3	111.2	74.7	84.5	65	109.6	48.1	57.6	38.6	94.1
989	43.1	40914	122096	93858	0.14027	0.208217	0.378135	0.273378	0.231277	0.20737	0.185723	0.210728	0.117014	0.047889	0.354426	0.384441	0.111649	0.126558	0.095786	0.075989	0.051431	0.659592	0.098059	0.142079	0.125165	0.1477	0.213057	0.126387	0.147553	24	3441.800049	831.599976	71.900002	0	0.2	0	44.2	38.2	47.4	28.9	65.9	64.5	74.6	54.3	110.4	74.6	84.3	65	108.2	48.1	57.6	38.6	92.8
990	13.15	45054	119223	91387	0.157766	0.166689	0.277134	0.398411	0.233478	0.25334	0.2303	0.168961	0.093388	0.020533	0.451614	0.299063	0.157367	0.069272	0.136259	0.148378	0.059922	0.740488	0.121721	0.164336	0.139388	0.124473	0.179762	0.113042	0.157278	24	10216.5	3743.199951	391.100006	0	0.1	0	41.7	38.5	47.8	29.1	70	64.9	75.2	54.6	112.4	75	84.9	65.3	110.6	48.3	57.8	38.8	95.2
991	16.18	33327	121833	94373	0.185105	0.174213	0.271252	0.36943	0.22539	0.375941	0.192395	0.127699	0.062151	0.016424	0.198698	0.371801	0.343415	0.075854	0.305518	0.15603	0.026842	0.653736	0.163381	0.198548	0.192727	0.152849	0.154499	0.083146	0.05485	24	8312.5	2880.199951	309.200012	0	0.1	0	37	38.8	48	29.5	68.1	65.2	75.3	55	112.6	75.3	85.1	65.7	109.1	48.6	58.1	39.2	94
992	64.27	48799	138536	106286	0.147032	0.176581	0.314269	0.362118	0.232791	0.242608	0.207188	0.194462	0.090684	0.032266	0.264247	0.536015	0.111826	0.071846	0.090822	0.065985	0.03896	0.699612	0.096908	0.170516	0.17568	0.157339	0.207668	0.099613	0.092276	24	2639.5	1338.5	115.300003	0	0.2	0	44.2	38.2	47.4	28.9	65.9	64.5	74.6	54.3	110.4	74.6	84.3	65	108.2	48.1	57.6	38.6	92.8
993	19.6	36495	110628	82897	0.158378	0.170736	0.301	0.369886	0.250669	0.244179	0.208519	0.184158	0.090013	0.022463	0.185532	0.521304	0.250034	0.025867	0.220222	0.134429	0.018419	0.690314	0.136156	0.202932	0.213427	0.139033	0.167722	0.082422	0.058309	24	7216.600098	2304.600098	171	0	0.2	0	20.9	40.1	49.4	30.8	73.1	66.8	76.9	56.6	117.6	77	86.8	67.3	111	49.8	59.2	40.4	96.7
994	26.3	42395	115272	87440	0.154216	0.167732	0.306121	0.371931	0.241446	0.234489	0.198877	0.191903	0.106244	0.02704	0.024602	0.896356	0.059512	0.009553	0.055525	0.122632	0.02028	0.65979	0.151386	0.204647	0.206204	0.151339	0.18363	0.062389	0.040406	24	4697.299805	1739.900024	145.699997	0	0.1	0	19	40.5	49.8	31.2	74.7	67.2	77.3	56.9	119.5	77.4	87.2	67.7	112.7	50.1	59.5	40.8	97.6
995	116.37	64204	181649	143528	0.12127	0.189521	0.380241	0.308968	0.209861	0.201928	0.21002	0.231375	0.117865	0.028951	0.178587	0.72578	0.042521	0.026587	0.051414	0.036836	0.043333	0.683825	0.059872	0.092237	0.131627	0.143122	0.237867	0.159367	0.175908	24	1773	586.299988	75.199997	0	0.1	0	28.5	39.6	48.8	30.3	70.8	66	76.1	55.9	115.2	76.3	85.9	66.6	110.8	49.3	58.7	40	95.5
996	208.81	41723	125852	100213	0.122498	0.205498	0.425736	0.246267	0.203723	0.195126	0.206655	0.238256	0.129613	0.026627	0.157827	0.736692	0.048223	0.029648	0.060926	0.025933	0.038033	0.661441	0.065935	0.094073	0.111929	0.135824	0.251708	0.169667	0.170865	24	722.200012	182.100006	14.8	0	0.2	0	56.9	39.8	49.1	30.4	73.4	65.6	76.1	55.2	121.1	75.6	85.2	66	123.8	49	58.1	40.2	98.1
997	31.22	44400	114900	90896	0.120135	0.157815	0.304932	0.417117	0.208912	0.245762	0.195605	0.2098	0.110844	0.029077	0.059797	0.822207	0.073063	0.029414	0.07482	0.129279	0.026719	0.669908	0.118581	0.183919	0.211239	0.169752	0.180923	0.082838	0.052748	24	4204.399902	1074.800049	390	0.1	0.1	0	55.7	39.8	49.1	30.5	73.3	65.8	76.3	55.4	121.5	75.8	85.4	66.2	122.7	49.2	58.2	40.3	97.8
998	119.37	62174	175227	133754	0.16901	0.195339	0.348361	0.287291	0.236682	0.253203	0.223379	0.182563	0.083035	0.021138	0.599125	0.259079	0.063387	0.056149	0.042526	0.028983	0.044367	0.683314	0.06218	0.112909	0.149178	0.139544	0.254174	0.145398	0.136617	24	1800.099976	1064	156	0	0.2	0	46.8	38.7	48.2	29.4	76.2	64.9	75.7	54.3	106	75.1	85.2	65.1	119.3	48.3	58	38.8	98.5
999	36.19	43380	116858	91557	0.162056	0.15491	0.359152	0.323882	0.216511	0.249208	0.195066	0.197393	0.109945	0.031876	0.74426	0.149009	0.056985	0.026279	0.051037	0.050069	0.028236	0.668425	0.120655	0.176141	0.182112	0.162402	0.205648	0.090848	0.062195	24	3381.399902	1162.900024	146	0.1	0.1	0	43.4	39	48.2	29.8	76.1	65.2	75.8	54.7	105.4	75.4	85.3	65.6	119.7	48.6	58.1	39.3	97.7
1000	71.96	49901	136719	103820	0.12625	0.222621	0.393599	0.25753	0.240632	0.18361	0.199636	0.224343	0.11942	0.032358	0.83345	0.095489	0.027334	0.026312	0.028196	0.026693	0.064361	0.702341	0.071702	0.110679	0.128595	0.123024	0.214545	0.153785	0.197671	24	2072.800049	519.599976	78.5	0.3	0.1	0	22.2	39.7	47.9	31.5	69.8	65.5	74.5	56.4	101.8	75.9	84.1	67.7	123.6	49.7	57.8	41.6	95
1001	187.39	54359	142471	114415	0.124395	0.150095	0.384168	0.341342	0.196924	0.226853	0.169908	0.218887	0.144387	0.04304	0.807152	0.105833	0.061738	0.01159	0.039037	0.042477	0.081912	0.662938	0.091944	0.126713	0.125223	0.127799	0.208356	0.125462	0.194503	24	821.700012	497.299988	63.900002	0.4	0.1	0	2.4	40.5	47.7	33.3	64.6	65.9	73.5	58.2	98.5	76.6	83.2	69.9	127	50.8	57.7	43.9	92.1
1002	123.95	45099	123435	92872	0.135923	0.231646	0.391206	0.241225	0.247604	0.167829	0.213319	0.223032	0.115113	0.033102	0.864232	0.014324	0.045256	0.057828	0.037185	0.035344	0.072302	0.707985	0.095634	0.100712	0.114637	0.10477	0.200647	0.14395	0.239651	25	1105.699951	468.100006	41.5	0	0.1	1	69.8	32.3	41.5	23.1	101.4	58.6	69.2	48	110.6	70.4	80.5	60.3	94.4	43.4	52.3	34.4	124.5
1003	41.47	58077	146848	119315	0.118188	0.155965	0.387313	0.338533	0.187493	0.205171	0.198076	0.226506	0.130727	0.052027	0.8731	0.030305	0.039069	0.044183	0.024209	0.060936	0.040164	0.687365	0.120323	0.135475	0.134063	0.125041	0.202541	0.134942	0.147614	25	3957.5	2171.899902	208	0.1	0.1	1	29.4	32.6	42.4	22.8	101	58.4	68.9	47.7	108.1	70.5	80.6	60.3	94.3	43.8	53.5	34.2	115.9
1004	5.13	41787	118077	110745	0.037524	0.052696	0.208486	0.701295	0.062095	0.681852	0.109835	0.074113	0.047655	0.02445	0.612846	0.060689	0.119942	0.176897	0.087085	0.433005	0.040385	0.601689	0.270443	0.147678	0.147342	0.11013	0.169742	0.083591	0.071075	25	24186.5	15581	2882.600098	0	0.1	1	29	32.7	41.6	23.9	101.5	59	69.1	48.9	108.9	71.6	82	61.3	91.2	44.4	53.5	35.4	123.3
1005	0.39	3600	7409	6821	0.058611	0.031111	0.313889	0.596389	0.079363	0.476178	0.192064	0.135241	0.076798	0.040356	0.535278	0.009722	0.111944	0.3225	0.020556	0.593333	0.059152	0.577481	0.26	0.130833	0.072778	0.066389	0.089444	0.071389	0.309167	25	20172.40039	265151.8125	21811.80078	0.1	0.1	1	3.7	33.9	41.1	26.8	92.1	58.8	66.7	50.9	98.5	71.5	79.2	63.9	84.2	45.8	52.7	38.9	102.2
1006	9.79	49460	124138	104057	0.100728	0.116539	0.274181	0.508552	0.161764	0.374978	0.19368	0.158992	0.087274	0.023313	0.557501	0.213748	0.123029	0.096907	0.075799	0.262576	0.023025	0.694504	0.216357	0.127881	0.11385	0.108775	0.168783	0.11575	0.148605	25	16601.5	10889.5	1275.400024	0.3	0.3	1	19	33.2	41.4	25	97.8	58.9	68.1	49.7	104.8	71.6	80.9	62.3	88.4	45	53.2	36.8	114.9
1007	7.01	50167	140852	107774	0.131959	0.193514	0.253593	0.420934	0.234842	0.31438	0.170207	0.162362	0.090208	0.028001	0.111408	0.620029	0.255965	0.041721	0.164471	0.409133	0.017954	0.577264	0.381287	0.216138	0.136145	0.095421	0.100863	0.040604	0.029541	25	21755.30078	10789.59961	400.700012	0	0.1	1	29	32.7	41.6	23.9	101.5	59	69.1	48.9	108.9	71.6	82	61.3	91.2	44.4	53.5	35.4	123.3
1008	17.01	53708	140416	113488	0.124171	0.146384	0.331422	0.398023	0.191773	0.249594	0.209121	0.204079	0.10778	0.037652	0.570008	0.213655	0.172954	0.038337	0.097881	0.160889	0.038773	0.682689	0.166195	0.12905	0.140519	0.117375	0.206617	0.112739	0.127504	25	10031.09961	1997	222.199997	0	0.2	1	46.4	32.5	41.4	23.7	103.2	58.8	68.8	48.8	109.7	71.4	81.7	61.3	91.1	44.3	53.2	35.4	124.4
1009	9.24	40322	112226	87594	0.153043	0.162715	0.289842	0.3944	0.219486	0.237369	0.224199	0.186615	0.097731	0.0346	0.581048	0.051436	0.30988	0.038391	0.159863	0.207901	0.025151	0.667706	0.206934	0.208695	0.173082	0.121844	0.152869	0.071152	0.065423	25	14880.59961	2940	385.299988	0.2	0.2	1	3.7	33.9	41.1	26.8	92.1	58.8	66.7	50.9	98.5	71.5	79.2	63.9	84.2	45.8	52.7	38.9	102.2
1010	24.62	55093	147773	117539	0.115223	0.195869	0.325413	0.363494	0.204598	0.26383	0.183342	0.176074	0.124928	0.047228	0.76576	0.027445	0.044035	0.143085	0.034324	0.161436	0.086575	0.659202	0.110159	0.094531	0.08845	0.091282	0.159276	0.133139	0.323163	25	6518.700195	2985.899902	375.600006	0	0.1	1	29	32.7	41.6	23.9	101.5	59	69.1	48.9	108.9	71.6	82	61.3	91.2	44.4	53.5	35.4	123.3
1011	96	36911	112127	82892	0.128173	0.285227	0.386199	0.200401	0.260731	0.160862	0.184585	0.217102	0.12188	0.05484	0.861694	0.013113	0.026171	0.087968	0.017068	0.042914	0.109767	0.62129	0.073582	0.068679	0.074504	0.060822	0.148763	0.120912	0.452738	25	1366.900024	714.200012	63.799999	0	0.1	1	31.2	32.8	42.1	23.6	91.3	59.1	69.8	48.4	104.7	71.1	82.1	60.2	89	44.2	53.7	34.7	115.1
1012	145.3	47806	135355	102884	0.134376	0.226373	0.374221	0.265029	0.239895	0.176536	0.209235	0.22523	0.110901	0.038203	0.891185	0.019224	0.029369	0.049283	0.018491	0.03738	0.065372	0.684091	0.079467	0.116826	0.099862	0.112957	0.216542	0.147262	0.227084	25	1037.699951	429.899994	73.400002	0	0.1	1	41.7	32.5	41.9	23.1	104	58.6	69.4	47.9	111.6	70.4	80.7	60.2	93.4	43.6	52.8	34.3	126
1013	56.49	47076	123067	98602	0.129174	0.166157	0.365961	0.338708	0.198794	0.214404	0.192229	0.217564	0.121495	0.055514	0.718731	0.154113	0.048305	0.061135	0.041125	0.076897	0.037514	0.663698	0.125945	0.140432	0.143152	0.133741	0.212656	0.114368	0.129705	25	2355.199951	1393.900024	126.5	0	0.1	1	105.2	32.3	41.3	23.4	102.5	58.5	68.5	48.4	108.7	70.6	80.7	60.5	88.9	44	52.9	35.1	122.1
1014	29.61	50062	121779	101247	0.114318	0.129659	0.321441	0.434581	0.168601	0.264175	0.195699	0.204321	0.119865	0.04734	0.693061	0.066078	0.029983	0.19358	0.027446	0.151173	0.034339	0.662973	0.171208	0.139547	0.13681	0.138289	0.186249	0.104011	0.123886	25	4607.299805	1965.099976	177.800003	0.3	0.1	1	72.5	32.5	41	24.1	110.7	58.2	67.7	48.7	111.4	70.8	80.1	61.5	88.9	44.3	52.5	36	125.8
1015	65.33	54476	136612	108042	0.114528	0.175637	0.360691	0.349145	0.209132	0.179735	0.19988	0.226129	0.135208	0.049915	0.877965	0.032381	0.023056	0.05496	0.017347	0.061054	0.056208	0.662955	0.126239	0.13204	0.131324	0.127965	0.194214	0.111958	0.176261	25	2557.5	1183	137	0.6	0.2	1	24	33.4	42	24.8	115.3	58.3	68.3	48.4	112.9	70.7	80.4	61	87.8	44.6	52.9	36.2	128.3
1016	41.71	44291	128733	98466	0.155088	0.204759	0.324468	0.315685	0.235115	0.22622	0.187365	0.208229	0.106181	0.03689	0.49965	0.326342	0.085819	0.023255	0.110474	0.126753	0.023629	0.648996	0.202186	0.198122	0.15712	0.125872	0.17954	0.084283	0.052878	25	3390.699951	1416.099976	114.599999	0	0.1	1	40.2	33.2	42.4	23.9	104.4	58.7	69	48.4	105.1	70.8	81.2	60.6	84.2	44.6	53.9	35.3	122.5
1017	144.67	48942	127333	99849	0.112868	0.201606	0.380123	0.305402	0.215844	0.188616	0.210079	0.225974	0.120377	0.03911	0.909444	0.020943	0.030403	0.029566	0.020739	0.048486	0.039477	0.683452	0.132851	0.145601	0.149483	0.14603	0.199869	0.117731	0.108434	25	939.400024	343	54.200001	0	0.1	1	28.7	32.3	41.4	23.1	110.1	58.2	68.7	47.8	111.1	70.5	80.7	60.3	92.4	43.6	52.8	34.4	126.2
1018	264.47	41459	109646	90514	0.091367	0.175595	0.437348	0.29569	0.174489	0.205516	0.170376	0.236133	0.161383	0.052104	0.928556	0.008707	0.013387	0.009359	0.042669	0.05304	0.052393	0.602448	0.141176	0.158253	0.161774	0.136231	0.205022	0.106394	0.09115	25	468.700012	151.199997	21.700001	0.1	0.1	1	20	33.4	42.3	24.5	103.4	57.3	67.3	47.4	101.8	70	80	60	92.6	44.6	53.6	35.5	120.5
1019	39.7	43410	102490	81793	0.138217	0.14522	0.319512	0.397051	0.201942	0.227193	0.183979	0.206332	0.124861	0.055693	0.838171	0.045612	0.07413	0.010781	0.082861	0.163626	0.017652	0.553409	0.295208	0.218636	0.176526	0.111449	0.127275	0.042479	0.028427	25	2991	1071.099976	97	0.2	0.1	0	26.5	33.6	41.5	25.6	111.8	59	69.6	48.5	104	71.8	82.2	61.6	88.8	44.5	52	37	121.5
1020	153.64	48023	129472	101608	0.120317	0.195011	0.381838	0.302834	0.215213	0.217947	0.195517	0.227254	0.111352	0.032718	0.876517	0.048435	0.035441	0.017263	0.036607	0.065989	0.036996	0.681541	0.139121	0.163963	0.133623	0.139954	0.197405	0.120317	0.105616	25	931.799988	350	38.599998	0	0.1	0	21.1	32.2	41.8	22.5	107.1	57.6	68.6	46.6	108.3	69.5	80.5	58.4	90.1	43.3	53.3	33.4	122.7
1021	32.33	45280	111284	86575	0.130367	0.158944	0.297968	0.412721	0.222036	0.240295	0.185615	0.189955	0.1114	0.050699	0.710137	0.060225	0.13231	0.014245	0.195097	0.19068	0.025322	0.591175	0.278357	0.230587	0.163604	0.126237	0.128688	0.049867	0.022659	25	3891.399902	1398.5	141.899994	0.8	0.1	0	24.4	33.4	42.7	24.1	93.7	57	67.3	46.7	96	69.4	80	58.8	91.6	44.4	54.2	34.7	112.2
1022	210.66	55406	129795	108250	0.084485	0.133162	0.416814	0.365538	0.165993	0.171494	0.151508	0.248184	0.194075	0.068747	0.915857	0.026802	0.021297	0.009602	0.029383	0.045248	0.062692	0.604887	0.123615	0.187615	0.172508	0.136068	0.190431	0.088817	0.100946	25	934.099976	348.299988	58.799999	0.1	0.3	1	32	33	41.4	24.5	112.9	55.8	64.1	47.4	108.3	68.4	76	60.9	91.8	44.9	53.2	36.6	133
1023	44.98	3713	11168	8857	0.11554	0.171021	0.337463	0.375976	0.206931	0.211587	0.228779	0.206662	0.11336	0.032683	0.931053	0.03178	0.021815	0.002424	0.020469	0.061945	0.069812	0.703511	0.084837	0.149475	0.140587	0.081605	0.241584	0.118233	0.183679	25	424.399994	190.699997	41.599998	0.8	0.4	1	13.7	35.3	41.7	28.9	78.9	54.4	61.1	47.7	81.7	67.9	74.5	61.3	78.1	47.6	54	41.1	109.3
1024	115.51	42758	123166	97310	0.134899	0.200337	0.368165	0.296599	0.209928	0.244678	0.191579	0.205187	0.117979	0.03065	0.917138	0.030965	0.020487	0.013869	0.022452	0.034941	0.037224	0.67361	0.110155	0.144605	0.138033	0.132583	0.234927	0.124959	0.114739	25	1192.5	353.700012	50.200001	0	0.1	1	19.4	32.8	42.3	23.4	107.7	58.1	68.6	47.5	108.3	70.2	80.8	59.6	87.1	44.2	53.7	34.7	125.8
1025	240.08	40818	113408	88783	0.1259	0.194963	0.406438	0.272698	0.217136	0.186186	0.188655	0.235407	0.139937	0.032678	0.9523	0.011858	0.011809	0.008281	0.017051	0.034666	0.04497	0.67977	0.099588	0.136067	0.146186	0.116787	0.214807	0.138591	0.147974	25	508.200012	170.899994	21.299999	0.1	0.1	1	19.7	32.5	41.9	23.2	109.6	57.3	67.7	47	110	69.6	80	59.3	91.5	43.9	53.3	34.5	127.4
1026	185.09	50891	133960	106439	0.105913	0.190073	0.426716	0.277299	0.205442	0.160205	0.185593	0.239407	0.166371	0.042983	0.968207	0.006209	0.007094	0.005816	0.015464	0.040184	0.07118	0.632757	0.110786	0.127272	0.129728	0.126211	0.203631	0.12682	0.175552	25	852.200012	231.699997	48.799999	0.7	0.2	1	33.7	33	41.9	24.1	100.4	57	67	47.1	105.3	69.7	79.5	60	90.4	44.4	53.3	35.4	124.6
1027	37.36	71595	185143	150283	0.108164	0.147496	0.272156	0.472184	0.188287	0.316555	0.180412	0.178705	0.095607	0.040434	0.619932	0.115874	0.194259	0.05668	0.082254	0.188421	0.053012	0.573132	0.289713	0.222879	0.158978	0.104127	0.127718	0.053803	0.042782	25	5360	2633.199951	233.300003	0	0.1	0	304.8	29	37	21.1	97.4	56.3	65.7	46.8	106.8	67.9	76.8	59.2	105.3	40.9	48.4	33.3	120
1028	140.61	47203	122086	95525	0.123361	0.176112	0.340826	0.359702	0.21756	0.227373	0.187114	0.215709	0.114411	0.037834	0.792683	0.035655	0.14069	0.020719	0.059064	0.103998	0.045141	0.627302	0.197699	0.210368	0.16982	0.139779	0.156325	0.069974	0.056035	25	1000.700012	330.5	42.700001	0	0.1	0	190.1	28.5	37.9	19	85.7	56.6	67.5	45.8	103.6	68.2	78.9	57.5	100	40.2	49.3	31.1	111.5
1029	404.33	46478	125079	99976	0.109428	0.177159	0.392143	0.32127	0.200697	0.199202	0.193422	0.236954	0.12991	0.039815	0.944942	0.010865	0.021946	0.012199	0.014394	0.051508	0.051533	0.650226	0.118249	0.159194	0.15715	0.142584	0.210508	0.117367	0.094948	25	381.399994	96.900002	12.2	0	0.2	0	272.5	28.8	37.5	20.1	95	56.2	66.3	46	106.8	67.8	77.5	58.2	107.3	40.7	49	32.3	117.8
1030	138.87	44351	119886	91781	0.130955	0.223061	0.366869	0.279114	0.234431	0.188863	0.204678	0.220076	0.112006	0.039946	0.807648	0.026223	0.043539	0.110257	0.02629	0.045749	0.069499	0.687757	0.087687	0.135555	0.130955	0.130504	0.199319	0.121305	0.194674	25	971.200012	435.100006	41.599998	0.1	0.1	0	258.6	29.4	37.7	21.1	95.2	56.7	66.4	46.9	106.3	68.3	77.6	59.1	103	41.1	49.1	33.1	118
1031	314.01	58404	156105	121138	0.122526	0.208376	0.36792	0.301178	0.223997	0.195875	0.193844	0.232882	0.11318	0.040223	0.906547	0.014759	0.059448	0.009948	0.033576	0.068899	0.054855	0.661403	0.144528	0.160965	0.15552	0.12405	0.206801	0.112903	0.095233	25	539.400024	145.399994	17.9	0	0.1	0	129.9	30.1	40	20.1	98.2	57.2	68.3	46.1	111.5	69.1	79.9	58.1	104.5	41.9	51.7	32	121.3
1032	540.92	40352	111915	88999	0.115062	0.175803	0.416435	0.292699	0.204763	0.188563	0.189644	0.254854	0.126489	0.035688	0.939458	0.011003	0.020792	0.016406	0.01529	0.047185	0.059591	0.638445	0.11194	0.150401	0.156894	0.123959	0.212505	0.117491	0.126809	25	258.5	61.299999	7.2	0	0.2	0	183	28.3	38.3	18.3	83.1	56.7	68	45.3	102.3	68.2	79.5	56.9	101.6	40.1	49.8	30.4	108.3
1033	129.11	43666	118676	92452	0.117849	0.221729	0.397037	0.263386	0.220971	0.182421	0.202324	0.239046	0.118465	0.036772	0.873517	0.017084	0.026588	0.075207	0.013649	0.0341	0.055165	0.68469	0.097444	0.118834	0.106696	0.114689	0.226675	0.156552	0.17911	25	998.400024	373.799988	40.400002	0	0.1	0	35.8	29.5	39.4	19.5	96.2	57.5	69.3	45.6	111.3	69.8	81.5	58	102.8	41.2	51.2	31.1	120.4
